,m5XiUJ
24287,70.0
24288,70.0
24289,70.0
24290,70.0
24291,66.0
24292,65.0
24293,64.0
24294,63.0
24295,63.0
24296,62.0
24297,76.0
24298,75.0
24299,75.0
24300,77.0
24301,79.0
24302,82.0
24303,83.0
24304,81.0
24305,96.0
24306,85.0
24307,88.0
24308,88.0
24309,87.0
24310,93.0
24311,92.0
24312,91.0
24313,91.0
24314,79.0
24315,78.0
24316,79.0
24317,79.0
24318,79.0
24319,79.0
24320,80.0
24321,82.0
24322,82.0
24323,82.0
24324,91.0
24325,91.0
24326,92.0
24327,92.0
24328,91.0
24329,91.0
24330,91.0
24331,91.0
24332,90.0
24333,90.0
24334,91.0
24335,92.0
24336,92.0
24337,92.0
24338,92.0
24339,92.0
24340,92.0
24341,92.0
24342,93.0
24343,93.0
24344,92.0
24345,90.0
24346,90.0
24347,91.0
24348,91.0
24349,91.0
24350,89.0
24351,89.0
24352,89.0
24353,89.0
24354,89.0
24355,89.0
24356,89.0
24357,93.0
24358,87.0
24359,86.0
24360,85.0
24361,87.0
24362,89.0
24363,89.0
24364,88.0
24365,89.0
24366,87.0
24367,89.0
24368,89.0
24369,89.0
24370,88.0
24371,75.0
24372,75.0
24373,74.0
24374,74.0
24375,74.0
24376,73.0
24377,73.0
24378,73.0
24379,59.0
24380,59.0
24381,56.0
24382,56.0
24383,49.0
24384,45.0
24385,45.0
24386,45.0
24387,45.0
24388,45.0
24389,45.0
24390,44.0
24391,43.0
24392,44.0
24393,44.0
24394,44.0
24395,44.0
24396,43.0
24397,45.0
24398,46.0
24399,46.0
24400,46.0
24401,47.0
24402,47.0
24403,47.0
24404,47.0
24405,47.0
24406,46.0
24407,47.0
24408,45.0
24409,43.0
24410,43.0
24411,39.0
24412,41.0
24413,41.0
24414,41.0
24415,41.0
24416,39.0
24417,39.0
24418,40.0
24419,41.0
24420,41.0
24421,40.0
24422,40.0
24423,40.0
24424,39.0
24425,37.0
24426,39.0
24427,39.0
24428,40.0
24429,41.0
24430,40.0
24431,37.0
24432,39.0
24433,40.0
24434,41.0
24435,40.0
24436,39.0
24437,40.0
24438,39.0
24439,39.0
24440,40.0
24441,39.0
24442,40.0
24443,40.0
24444,40.0
24445,40.0
24446,41.0
24447,40.0
24448,40.0
24449,37.0
24450,36.0
24451,35.0
24452,35.0
24453,36.0
24454,36.0
24455,37.0
24456,39.0
24457,39.0
24458,40.0
24459,40.0
24460,40.0
24461,40.0
24462,40.0
24463,45.0
24464,48.0
24465,47.0
24466,45.0
24467,45.0
24468,45.0
24469,45.0
24470,46.0
24471,44.0
24472,45.0
24473,50.0
24474,50.0
24475,51.0
24476,51.0
24477,52.0
24478,52.0
24479,56.0
24480,55.0
24481,55.0
24482,58.0
24483,59.0
24484,59.0
24485,59.0
24486,58.0
24487,58.0
24488,58.0
24489,58.0
24490,60.0
24491,59.0
24492,61.0
24493,60.0
24494,60.0
24495,64.0
24496,64.0
24497,68.0
24498,69.0
24499,69.0
24500,67.0
24501,67.0
24502,67.0
24503,66.0
24504,66.0
24505,64.0
24506,62.0
24507,61.0
24508,60.0
24509,58.0
24510,59.0
24511,59.0
24512,60.0
24513,60.0
24514,60.0
24515,62.0
24516,60.0
24517,60.0
24518,63.0
24519,63.0
24520,68.0
24521,68.0
24522,71.0
24523,71.0
24524,70.0
24525,70.0
24526,70.0
24527,69.0
24528,72.0
24529,74.0
24530,70.0
24531,70.0
24532,71.0
24533,73.0
24534,73.0
24535,74.0
24536,72.0
24537,67.0
24538,70.0
24539,69.0
24540,70.0
24541,70.0
24542,68.0
24543,71.0
24544,69.0
24545,70.0
24546,69.0
24547,64.0
24548,64.0
24549,62.0
24550,62.0
24551,60.0
24552,62.0
24553,62.0
24554,66.0
24555,66.0
24556,66.0
24557,65.0
24558,64.0
24559,64.0
24560,70.0
24561,72.0
24562,72.0
24563,73.0
24564,70.0
24565,70.0
24566,69.0
24567,69.0
24568,69.0
24569,66.0
24570,66.0
24571,65.0
24572,65.0
24573,65.0
24574,65.0
24575,66.0
24576,66.0
24577,66.0
24578,66.0
24579,65.0
24580,66.0
24581,67.0
24582,67.0
24583,68.0
24584,67.0
24585,76.0
24586,77.0
24587,81.0
24588,82.0
24589,80.0
24590,80.0
24591,80.0
24592,75.0
24593,82.0
24594,81.0
24595,83.0
24596,78.0
24597,78.0
24598,79.0
24599,79.0
24600,79.0
24601,85.0
24602,81.0
24603,80.0
24604,81.0
24605,81.0
24606,80.0
24607,79.0
24608,79.0
24609,79.0
24610,81.0
24611,83.0
24612,78.0
24613,78.0
24614,80.0
24615,80.0
24616,81.0
24617,77.0
24618,80.0
24619,81.0
24620,81.0
24621,81.0
24622,81.0
24623,83.0
24624,84.0
24625,87.0
24626,87.0
24627,85.0
24628,81.0
24629,81.0
24630,81.0
24631,80.0
24632,78.0
24633,81.0
24634,77.0
24635,77.0
24636,77.0
24637,75.0
24638,76.0
24639,75.0
24640,75.0
24641,75.0
24642,74.0
24643,74.0
24644,74.0
24645,74.0
24646,76.0
24647,79.0
24648,78.0
24649,78.0
24650,78.0
24651,78.0
24652,79.0
24653,81.0
24654,80.0
24655,69.0
24656,67.0
24657,71.0
24658,77.0
24659,77.0
24660,77.0
24661,72.0
24662,72.0
24663,72.0
24664,73.0
24665,76.0
24666,73.0
24667,66.0
24668,67.0
24669,66.0
24670,70.0
24671,74.0
24672,73.0
24673,78.0
24674,69.0
24675,69.0
24676,69.0
24677,68.0
24678,69.0
24679,71.0
24680,70.0
24681,70.0
24682,68.0
24683,68.0
24684,68.0
24685,67.0
24686,66.0
24687,67.0
24688,64.0
24689,64.0
24690,62.0
24691,63.0
24692,59.0
24693,58.0
24694,58.0
24695,58.0
24696,58.0
24697,56.0
24698,56.0
24699,53.0
24700,53.0
24701,53.0
24702,53.0
24703,53.0
24704,53.0
24705,53.0
24706,53.0
24707,51.0
24708,51.0
24709,51.0
24710,50.0
24711,50.0
24712,50.0
24713,50.0
24714,51.0
24715,57.0
24716,57.0
24717,59.0
24718,57.0
24719,57.0
24720,58.0
24721,55.0
24722,58.0
24723,58.0
24724,59.0
24725,59.0
24726,57.0
24727,56.0
24728,56.0
24729,56.0
24730,49.0
24731,45.0
24732,45.0
24733,45.0
24734,47.0
24735,47.0
24736,52.0
24737,51.0
24738,52.0
24739,52.0
24740,50.0
24741,50.0
24742,52.0
24743,53.0
24744,49.0
24745,50.0
24746,50.0
24747,43.0
24748,43.0
24749,47.0
24750,47.0
24751,46.0
24752,47.0
24753,46.0
24754,45.0
24755,45.0
24756,45.0
24757,45.0
24758,45.0
24759,45.0
24760,45.0
24761,44.0
24762,44.0
24763,44.0
24764,46.0
24765,46.0
24766,46.0
24767,46.0
24768,46.0
24769,46.0
24770,47.0
24771,47.0
24772,46.0
24773,46.0
24774,46.0
24775,47.0
24776,47.0
24777,48.0
24778,48.0
24779,49.0
24780,49.0
24781,49.0
24782,49.0
24783,49.0
24784,49.0
24785,49.0
24786,47.0
24787,47.0
24788,47.0
24789,40.0
24790,40.0
24791,39.0
24792,39.0
24793,39.0
24794,39.0
24795,39.0
24796,37.0
24797,37.0
24798,38.0
24799,39.0
24800,39.0
24801,39.0
24802,39.0
24803,40.0
24804,40.0
24805,40.0
24806,40.0
24807,40.0
24808,39.0
24809,39.0
24810,35.0
24811,36.0
24812,33.0
24813,33.0
24814,37.0
24815,37.0
24816,36.0
24817,37.0
24818,38.0
24819,33.0
24820,33.0
24821,32.0
24822,33.0
24823,29.0
24824,29.0
24825,29.0
24826,28.0
24827,29.0
24828,29.0
24829,30.0
24830,31.0
24831,31.0
24832,31.0
24833,30.0
24834,30.0
24835,30.0
24836,30.0
24837,30.0
24838,28.0
24839,28.0
24840,28.0
24841,28.0
24842,28.0
24843,28.0
24844,28.0
24845,28.0
24846,29.0
24847,29.0
24848,29.0
24849,31.0
24850,30.0
24851,30.0
24852,32.0
24853,32.0
24854,33.0
24855,34.0
24856,34.0
24857,39.0
24858,37.0
24859,37.0
24860,39.0
24861,39.0
24862,42.0
24863,46.0
24864,48.0
24865,48.0
24866,48.0
24867,49.0
24868,48.0
24869,48.0
24870,47.0
24871,46.0
24872,45.0
24873,44.0
24874,44.0
24875,49.0
24876,48.0
24877,53.0
24878,53.0
24879,53.0
24880,55.0
24881,54.0
24882,56.0
24883,56.0
24884,53.0
24885,57.0
24886,57.0
24887,57.0
24888,57.0
24889,57.0
24890,56.0
24891,55.0
24892,55.0
24893,59.0
24894,59.0
24895,60.0
24896,59.0
24897,59.0
24898,59.0
24899,59.0
24900,58.0
24901,57.0
24902,57.0
24903,56.0
24904,56.0
24905,57.0
24906,57.0
24907,57.0
24908,57.0
24909,57.0
24910,57.0
24911,57.0
24912,58.0
24913,58.0
24914,59.0
24915,59.0
24916,59.0
24917,58.0
24918,57.0
24919,57.0
24920,56.0
24921,58.0
24922,58.0
24923,56.0
24924,56.0
24925,56.0
24926,54.0
24927,58.0
24928,57.0
24929,56.0
24930,60.0
24931,58.0
24932,59.0
24933,62.0
24934,60.0
24935,57.0
24936,55.0
24937,55.0
24938,56.0
24939,58.0
24940,59.0
24941,58.0
24942,58.0
24943,57.0
24944,58.0
24945,61.0
24946,64.0
24947,64.0
24948,63.0
24949,60.0
24950,69.0
24951,68.0
24952,69.0
24953,69.0
24954,67.0
24955,67.0
24956,64.0
24957,64.0
24958,69.0
24959,65.0
24960,64.0
24961,67.0
24962,67.0
24963,67.0
24964,67.0
24965,67.0
24966,67.0
24967,63.0
24968,63.0
24969,63.0
24970,64.0
24971,66.0
24972,66.0
24973,66.0
24974,66.0
24975,66.0
24976,66.0
24977,68.0
24978,68.0
24979,68.0
24980,68.0
24981,68.0
24982,68.0
24983,68.0
24984,68.0
24985,68.0
24986,67.0
24987,67.0
24988,66.0
24989,66.0
24990,66.0
24991,67.0
24992,67.0
24993,68.0
24994,67.0
24995,68.0
24996,77.0
24997,76.0
24998,77.0
24999,76.0
25000,76.0
25001,73.0
25002,73.0
25003,78.0
25004,71.0
25005,72.0
25006,72.0
25007,70.0
25008,71.0
25009,74.0
25010,79.0
25011,79.0
25012,75.0
25013,74.0
25014,73.0
25015,74.0
25016,74.0
25017,74.0
25018,74.0
25019,71.0
25020,72.0
25021,72.0
25022,71.0
25023,71.0
25024,64.0
25025,64.0
25026,64.0
25027,65.0
25028,64.0
25029,64.0
25030,64.0
25031,67.0
25032,63.0
25033,62.0
25034,63.0
25035,63.0
25036,62.0
25037,62.0
25038,62.0
25039,62.0
25040,62.0
25041,62.0
25042,62.0
25043,61.0
25044,62.0
25045,60.0
25046,60.0
25047,60.0
25048,59.0
25049,60.0
25050,60.0
25051,61.0
25052,60.0
25053,60.0
25054,62.0
25055,62.0
25056,62.0
25057,64.0
25058,64.0
25059,64.0
25060,70.0
25061,75.0
25062,76.0
25063,76.0
25064,76.0
25065,75.0
25066,74.0
25067,74.0
25068,74.0
25069,74.0
25070,60.0
25071,62.0
25072,63.0
25073,63.0
25074,65.0
25075,66.0
25076,66.0
25077,61.0
25078,61.0
25079,57.0
25080,55.0
25081,55.0
25082,52.0
25083,49.0
25084,45.0
25085,45.0
25086,46.0
25087,46.0
25088,46.0
25089,46.0
25090,45.0
25091,45.0
25092,46.0
25093,46.0
25094,46.0
25095,51.0
25096,60.0
25097,66.0
25098,66.0
25099,67.0
25100,67.0
25101,68.0
25102,68.0
25103,71.0
25104,70.0
25105,66.0
25106,68.0
25107,68.0
25108,68.0
25109,69.0
25110,72.0
25111,72.0
25112,72.0
25113,72.0
25114,73.0
25115,74.0
25116,73.0
25117,73.0
25118,74.0
25119,76.0
25120,77.0
25121,79.0
25122,80.0
25123,80.0
25124,93.0
25125,92.0
25126,92.0
25127,94.0
25128,93.0
25129,93.0
25130,91.0
25131,90.0
25132,92.0
25133,82.0
25134,82.0
25135,79.0
25136,79.0
25137,79.0
25138,79.0
25139,79.0
25140,80.0
25141,78.0
25142,78.0
25143,78.0
25144,78.0
25145,75.0
25146,75.0
25147,76.0
25148,74.0
25149,74.0
25150,74.0
25151,79.0
25152,79.0
25153,79.0
25154,80.0
25155,80.0
25156,80.0
25157,80.0
25158,80.0
25159,81.0
25160,80.0
25161,84.0
25162,83.0
25163,83.0
25164,84.0
25165,84.0
25166,85.0
25167,85.0
25168,83.0
25169,82.0
25170,77.0
25171,74.0
25172,74.0
25173,74.0
25174,76.0
25175,80.0
25176,82.0
25177,82.0
25178,83.0
25179,84.0
25180,83.0
25181,82.0
25182,82.0
25183,87.0
25184,82.0
25185,83.0
25186,82.0
25187,82.0
25188,84.0
25189,84.0
25190,85.0
25191,83.0
25192,80.0
25193,89.0
25194,88.0
25195,88.0
25196,86.0
25197,84.0
25198,74.0
25199,73.0
25200,73.0
25201,72.0
25202,73.0
25203,73.0
25204,73.0
25205,73.0
25206,72.0
25207,71.0
25208,73.0
25209,73.0
25210,73.0
25211,73.0
25212,73.0
25213,73.0
25214,72.0
25215,72.0
25216,75.0
25217,75.0
25218,75.0
25219,76.0
25220,76.0
25221,77.0
25222,79.0
25223,80.0
25224,90.0
25225,83.0
25226,84.0
25227,84.0
25228,83.0
25229,83.0
25230,82.0
25231,84.0
25232,84.0
25233,77.0
25234,84.0
25235,84.0
25236,84.0
25237,83.0
25238,84.0
25239,85.0
25240,85.0
25241,89.0
25242,89.0
25243,81.0
25244,79.0
25245,75.0
25246,76.0
25247,76.0
25248,74.0
25249,75.0
25250,71.0
25251,71.0
25252,71.0
25253,70.0
25254,69.0
25255,65.0
25256,65.0
25257,65.0
25258,63.0
25259,64.0
25260,64.0
25261,65.0
25262,65.0
25263,65.0
25264,63.0
25265,63.0
25266,63.0
25267,56.0
25268,56.0
25269,56.0
25270,55.0
25271,55.0
25272,54.0
25273,54.0
25274,53.0
25275,53.0
25276,49.0
25277,49.0
25278,49.0
25279,52.0
25280,58.0
25281,58.0
25282,58.0
25283,58.0
25284,60.0
25285,60.0
25286,63.0
25287,63.0
25288,63.0
25289,63.0
25290,60.0
25291,60.0
25292,56.0
25293,56.0
25294,56.0
25295,59.0
25296,59.0
25297,58.0
25298,50.0
25299,50.0
25300,49.0
25301,49.0
25302,49.0
25303,49.0
25304,45.0
25305,45.0
25306,46.0
25307,46.0
25308,40.0
25309,39.0
25310,39.0
25311,39.0
25312,40.0
25313,38.0
25314,38.0
25315,35.0
25316,35.0
25317,48.0
25318,47.0
25319,47.0
25320,47.0
25321,51.0
25322,54.0
25323,51.0
25324,52.0
25325,54.0
25326,54.0
25327,54.0
25328,54.0
25329,54.0
25330,53.0
25331,54.0
25332,52.0
25333,53.0
25334,52.0
25335,51.0
25336,51.0
25337,51.0
25338,56.0
25339,58.0
25340,59.0
25341,59.0
25342,59.0
25343,59.0
25344,59.0
25345,70.0
25346,70.0
25347,70.0
25348,70.0
25349,69.0
25350,72.0
25351,72.0
25352,73.0
25353,73.0
25354,64.0
25355,68.0
25356,70.0
25357,68.0
25358,80.0
25359,77.0
25360,75.0
25361,75.0
25362,75.0
25363,77.0
25364,84.0
25365,94.0
25366,94.0
25367,94.0
25368,97.0
25369,94.0
25370,95.0
25371,95.0
25372,95.0
25373,95.0
25374,95.0
25375,95.0
25376,95.0
25377,96.0
25378,97.0
25379,97.0
25380,100.0
25381,115.0
25382,117.0
25383,120.0
25384,120.0
25385,122.0
25386,121.0
25387,129.0
25388,131.0
25389,118.0
25390,120.0
25391,122.0
25392,122.0
25393,123.0
25394,123.0
25395,119.0
25396,117.0
25397,116.0
25398,119.0
25399,119.0
25400,120.0
25401,120.0
25402,121.0
25403,124.0
25404,125.0
25405,124.0
25406,123.0
25407,122.0
25408,125.0
25409,125.0
25410,125.0
25411,124.0
25412,123.0
25413,123.0
25414,121.0
25415,121.0
25416,121.0
25417,119.0
25418,119.0
25419,112.0
25420,115.0
25421,115.0
25422,114.0
25423,90.0
25424,90.0
25425,90.0
25426,88.0
25427,88.0
25428,92.0
25429,91.0
25430,92.0
25431,94.0
25432,94.0
25433,96.0
25434,97.0
25435,98.0
25436,98.0
25437,95.0
25438,91.0
25439,91.0
25440,91.0
25441,91.0
25442,87.0
25443,90.0
25444,89.0
25445,93.0
25446,95.0
25447,98.0
25448,106.0
25449,106.0
25450,107.0
25451,109.0
25452,108.0
25453,109.0
25454,104.0
25455,90.0
25456,89.0
25457,85.0
25458,85.0
25459,84.0
25460,85.0
25461,79.0
25462,77.0
25463,78.0
25464,77.0
25465,75.0
25466,75.0
25467,74.0
25468,72.0
25469,73.0
25470,73.0
25471,74.0
25472,71.0
25473,78.0
25474,78.0
25475,79.0
25476,79.0
25477,76.0
25478,75.0
25479,76.0
25480,84.0
25481,79.0
25482,79.0
25483,81.0
25484,81.0
25485,81.0
25486,82.0
25487,81.0
25488,82.0
25489,82.0
25490,84.0
25491,86.0
25492,87.0
25493,89.0
25494,93.0
25495,93.0
25496,93.0
25497,93.0
25498,93.0
25499,95.0
25500,94.0
25501,94.0
25502,91.0
25503,89.0
25504,89.0
25505,88.0
25506,89.0
25507,88.0
25508,89.0
25509,88.0
25510,92.0
25511,92.0
25512,92.0
25513,93.0
25514,100.0
25515,101.0
25516,102.0
25517,100.0
25518,96.0
25519,94.0
25520,94.0
25521,93.0
25522,88.0
25523,84.0
25524,84.0
25525,90.0
25526,90.0
25527,90.0
25528,100.0
25529,102.0
25530,102.0
25531,104.0
25532,103.0
25533,104.0
25534,101.0
25535,96.0
25536,105.0
25537,104.0
25538,107.0
25539,112.0
25540,113.0
25541,114.0
25542,114.0
25543,115.0
25544,124.0
25545,116.0
25546,116.0
25547,119.0
25548,120.0
25549,122.0
25550,122.0
25551,134.0
25552,140.0
25553,132.0
25554,132.0
25555,132.0
25556,132.0
25557,134.0
25558,133.0
25559,145.0
25560,141.0
25561,141.0
25562,140.0
25563,133.0
25564,133.0
25565,133.0
25566,131.0
25567,130.0
25568,125.0
25569,125.0
25570,127.0
25571,127.0
25572,127.0
25573,124.0
25574,124.0
25575,123.0
25576,122.0
25577,122.0
25578,124.0
25579,133.0
25580,132.0
25581,131.0
25582,131.0
25583,131.0
25584,131.0
25585,131.0
25586,131.0
25587,134.0
25588,124.0
25589,124.0
25590,129.0
25591,129.0
25592,129.0
25593,131.0
25594,131.0
25595,131.0
25596,132.0
25597,128.0
25598,127.0
25599,127.0
25600,126.0
25601,127.0
25602,117.0
25603,124.0
25604,123.0
25605,119.0
25606,119.0
25607,118.0
25608,119.0
25609,119.0
25610,108.0
25611,105.0
25612,99.0
25613,99.0
25614,95.0
25615,95.0
25616,96.0
25617,101.0
25618,97.0
25619,98.0
25620,97.0
25621,98.0
25622,98.0
25623,96.0
25624,99.0
25625,97.0
25626,90.0
25627,89.0
25628,90.0
25629,94.0
25630,90.0
25631,89.0
25632,90.0
25633,80.0
25634,91.0
25635,91.0
25636,92.0
25637,90.0
25638,90.0
25639,90.0
25640,91.0
25641,90.0
25642,91.0
25643,91.0
25644,90.0
25645,90.0
25646,100.0
25647,101.0
25648,101.0
25649,101.0
25650,101.0
25651,100.0
25652,99.0
25653,92.0
25654,98.0
25655,98.0
25656,100.0
25657,100.0
25658,101.0
25659,104.0
25660,94.0
25661,95.0
25662,94.0
25663,94.0
25664,93.0
25665,94.0
25666,94.0
25667,94.0
25668,93.0
25669,95.0
25670,91.0
25671,90.0
25672,90.0
25673,98.0
25674,99.0
25675,97.0
25676,97.0
25677,94.0
25678,95.0
25679,96.0
25680,96.0
25681,102.0
25682,102.0
25683,102.0
25684,102.0
25685,102.0
25686,103.0
25687,104.0
25688,104.0
25689,103.0
25690,103.0
25691,103.0
25692,104.0
25693,103.0
25694,105.0
25695,100.0
25696,99.0
25697,96.0
25698,93.0
25699,97.0
25700,96.0
25701,98.0
25702,97.0
25703,92.0
25704,92.0
25705,91.0
25706,92.0
25707,92.0
25708,77.0
25709,78.0
25710,77.0
25711,80.0
25712,79.0
25713,79.0
25714,77.0
25715,78.0
25716,77.0
25717,78.0
25718,80.0
25719,80.0
25720,70.0
25721,70.0
25722,72.0
25723,72.0
25724,74.0
25725,74.0
25726,73.0
25727,73.0
25728,66.0
25729,68.0
25730,66.0
25731,66.0
25732,66.0
25733,65.0
25734,65.0
25735,63.0
25736,68.0
25737,68.0
25738,75.0
25739,75.0
25740,72.0
25741,73.0
25742,73.0
25743,73.0
25744,76.0
25745,76.0
25746,78.0
25747,70.0
25748,70.0
25749,70.0
25750,70.0
25751,70.0
25752,69.0
25753,66.0
25754,70.0
25755,63.0
25756,65.0
25757,66.0
25758,68.0
25759,67.0
25760,64.0
25761,74.0
25762,74.0
25763,74.0
25764,75.0
25765,75.0
25766,73.0
25767,73.0
25768,71.0
25769,71.0
25770,71.0
25771,71.0
25772,72.0
25773,68.0
25774,68.0
25775,67.0
25776,67.0
25777,67.0
25778,67.0
25779,67.0
25780,66.0
25781,67.0
25782,68.0
25783,65.0
25784,69.0
25785,69.0
25786,73.0
25787,81.0
25788,83.0
25789,91.0
25790,90.0
25791,88.0
25792,90.0
25793,91.0
25794,93.0
25795,91.0
25796,91.0
25797,92.0
25798,90.0
25799,95.0
25800,94.0
25801,94.0
25802,94.0
25803,92.0
25804,93.0
25805,93.0
25806,92.0
25807,101.0
25808,104.0
25809,104.0
25810,96.0
25811,102.0
25812,101.0
25813,100.0
25814,103.0
25815,101.0
25816,101.0
25817,97.0
25818,99.0
25819,99.0
25820,95.0
25821,96.0
25822,98.0
25823,100.0
25824,101.0
25825,101.0
25826,101.0
25827,98.0
25828,96.0
25829,94.0
25830,97.0
25831,98.0
25832,92.0
25833,86.0
25834,87.0
25835,86.0
25836,91.0
25837,91.0
25838,94.0
25839,95.0
25840,95.0
25841,95.0
25842,95.0
25843,102.0
25844,104.0
25845,104.0
25846,104.0
25847,104.0
25848,104.0
25849,104.0
25850,117.0
25851,124.0
25852,126.0
25853,131.0
25854,131.0
25855,129.0
25856,129.0
25857,128.0
25858,134.0
25859,129.0
25860,129.0
25861,126.0
25862,125.0
25863,120.0
25864,124.0
25865,124.0
25866,122.0
25867,121.0
25868,120.0
25869,120.0
25870,119.0
25871,118.0
25872,124.0
25873,120.0
25874,123.0
25875,119.0
25876,119.0
25877,120.0
25878,119.0
25879,123.0
25880,121.0
25881,115.0
25882,119.0
25883,116.0
25884,116.0
25885,113.0
25886,114.0
25887,115.0
25888,109.0
25889,118.0
25890,117.0
25891,116.0
25892,116.0
25893,116.0
25894,116.0
25895,115.0
25896,114.0
25897,120.0
25898,119.0
25899,122.0
25900,126.0
25901,133.0
25902,131.0
25903,131.0
25904,130.0
25905,132.0
25906,136.0
25907,139.0
25908,137.0
25909,138.0
25910,134.0
25911,134.0
25912,131.0
25913,131.0
25914,132.0
25915,128.0
25916,128.0
25917,124.0
25918,129.0
25919,131.0
25920,134.0
25921,134.0
25922,137.0
25923,129.0
25924,126.0
25925,121.0
25926,122.0
25927,116.0
25928,119.0
25929,119.0
25930,119.0
25931,118.0
25932,115.0
25933,114.0
25934,114.0
25935,115.0
25936,117.0
25937,119.0
25938,117.0
25939,117.0
25940,117.0
25941,117.0
25942,117.0
25943,120.0
25944,120.0
25945,126.0
25946,119.0
25947,120.0
25948,123.0
25949,122.0
25950,122.0
25951,123.0
25952,121.0
25953,118.0
25954,122.0
25955,121.0
25956,123.0
25957,125.0
25958,125.0
25959,125.0
25960,123.0
25961,111.0
25962,112.0
25963,124.0
25964,127.0
25965,124.0
25966,128.0
25967,139.0
25968,141.0
25969,144.0
25970,136.0
25971,135.0
25972,134.0
25973,131.0
25974,130.0
25975,123.0
25976,133.0
25977,137.0
25978,134.0
25979,134.0
25980,134.0
25981,131.0
25982,132.0
25983,131.0
25984,133.0
25985,134.0
25986,132.0
25987,139.0
25988,138.0
25989,139.0
25990,139.0
25991,139.0
25992,135.0
25993,135.0
25994,132.0
25995,132.0
25996,127.0
25997,126.0
25998,126.0
25999,124.0
26000,124.0
26001,125.0
26002,127.0
26003,127.0
26004,128.0
26005,128.0
26006,136.0
26007,136.0
26008,144.0
26009,144.0
26010,143.0
26011,141.0
26012,147.0
26013,152.0
26014,152.0
26015,156.0
26016,155.0
26017,155.0
26018,156.0
26019,157.0
26020,157.0
26021,154.0
26022,153.0
26023,153.0
26024,153.0
26025,153.0
26026,151.0
26027,151.0
26028,147.0
26029,144.0
26030,143.0
26031,143.0
26032,142.0
26033,134.0
26034,134.0
26035,134.0
26036,131.0
26037,131.0
26038,127.0
26039,126.0
26040,112.0
26041,121.0
26042,119.0
26043,117.0
26044,114.0
26045,113.0
26046,114.0
26047,116.0
26048,118.0
26049,118.0
26050,108.0
26051,106.0
26052,107.0
26053,113.0
26054,115.0
26055,114.0
26056,114.0
26057,121.0
26058,120.0
26059,121.0
26060,121.0
26061,116.0
26062,117.0
26063,118.0
26064,121.0
26065,121.0
26066,122.0
26067,122.0
26068,123.0
26069,122.0
26070,122.0
26071,129.0
26072,129.0
26073,133.0
26074,130.0
26075,134.0
26076,135.0
26077,135.0
26078,135.0
26079,141.0
26080,128.0
26081,129.0
26082,123.0
26083,125.0
26084,121.0
26085,119.0
26086,114.0
26087,109.0
26088,109.0
26089,108.0
26090,111.0
26091,107.0
26092,110.0
26093,108.0
26094,120.0
26095,125.0
26096,124.0
26097,125.0
26098,130.0
26099,129.0
26100,132.0
26101,132.0
26102,132.0
26103,131.0
26104,131.0
26105,129.0
26106,130.0
26107,126.0
26108,126.0
26109,126.0
26110,126.0
26111,125.0
26112,125.0
26113,128.0
26114,126.0
26115,120.0
26116,120.0
26117,120.0
26118,120.0
26119,120.0
26120,151.0
26121,151.0
26122,151.0
26123,160.0
26124,161.0
26125,164.0
26126,156.0
26127,157.0
26128,157.0
26129,157.0
26130,158.0
26131,150.0
26132,150.0
26133,149.0
26134,147.0
26135,146.0
26136,144.0
26137,143.0
26138,141.0
26139,141.0
26140,139.0
26141,159.0
26142,159.0
26143,159.0
26144,159.0
26145,156.0
26146,160.0
26147,157.0
26148,156.0
26149,150.0
26150,139.0
26151,139.0
26152,149.0
26153,149.0
26154,145.0
26155,145.0
26156,148.0
26157,160.0
26158,160.0
26159,160.0
26160,133.0
26161,129.0
26162,129.0
26163,140.0
26164,138.0
26165,133.0
26166,132.0
26167,132.0
26168,148.0
26169,148.0
26170,148.0
26171,145.0
26172,143.0
26173,148.0
26174,148.0
26175,150.0
26176,148.0
26177,148.0
26178,148.0
26179,148.0
26180,149.0
26181,145.0
26182,147.0
26183,147.0
26184,147.0
26185,146.0
26186,144.0
26187,148.0
26188,148.0
26189,143.0
26190,143.0
26191,144.0
26192,147.0
26193,147.0
26194,145.0
26195,144.0
26196,153.0
26197,152.0
26198,157.0
26199,157.0
26200,157.0
26201,157.0
26202,156.0
26203,155.0
26204,154.0
26205,154.0
26206,167.0
26207,169.0
26208,170.0
26209,171.0
26210,169.0
26211,169.0
26212,169.0
26213,169.0
26214,167.0
26215,154.0
26216,159.0
26217,160.0
26218,160.0
26219,159.0
26220,154.0
26221,161.0
26222,164.0
26223,164.0
26224,163.0
26225,158.0
26226,156.0
26227,166.0
26228,168.0
26229,166.0
26230,169.0
26231,170.0
26232,185.0
26233,185.0
26234,185.0
26235,185.0
26236,172.0
26237,176.0
26238,175.0
26239,169.0
26240,170.0
26241,150.0
26242,149.0
26243,149.0
26244,148.0
26245,152.0
26246,146.0
26247,147.0
26248,146.0
26249,146.0
26250,151.0
26251,151.0
26252,153.0
26253,151.0
26254,153.0
26255,160.0
26256,157.0
26257,157.0
26258,157.0
26259,160.0
26260,163.0
26261,164.0
26262,164.0
26263,166.0
